sw1_shazam
Song,Score (3s),Match time (3s),Score (5s),Match time (5s),Score (10s),Match time (10s)
clairedelunerecord1kris1channel,1.0,2.036982297897339,1.0,2.182718276977539,1.0,2.521328926086426
