sw2_panako
Song,Score (3s),Match time (3s),Score (5s),Match time (5s),Score (10s),Match time (10s)
clairedelunerecord1kris1channel,0.07692307692307693,4.0036091804504395,0.07692307692307693,4.3490564823150635,0.07692307692307693,5.161068677902222
