h_panako
Song,Score (3s),Match time (3s),Score (5s),Match time (5s),Score (10s),Match time (10s)
clairedelunerecord1kris1channel,0.07692307692307693,10.67058801651001,0.10212977498691789,12.36821961402893,0.3051700680272107,13.687620878219604
