sw1_panako
Song,Score (3s),Match time (3s),Score (5s),Match time (5s),Score (10s),Match time (10s)
clairedelunerecord1kris1channel,0.07692307692307693,11.335927248001099,0.07692307692307693,13.365926504135132,0.07692307692307693,17.030044317245483
