sw2_panako
Song,Score (3s),Match time (3s),Score (5s),Match time (5s),Score (10s),Match time (10s)
clairedelunerecord1kris1channel,0.07692307692307693,4.135310649871826,0.07692307692307693,4.49320650100708,0.07692307692307693,5.416236877441406
