h_shazam
Song,Score (3s),Match time (3s),Score (5s),Match time (5s),Score (10s),Match time (10s)
clairedelunerecord1kris1channel,0.6891889063317636,1.7768378257751465,0.6923076923076923,1.899688720703125,0.7692307692307693,2.3254036903381348
