sw1_shazam
Song,Score (3s),Match time (3s),Score (5s),Match time (5s),Score (10s),Match time (10s)
clairedelunerecord1kris1channel,0.6923076923076923,2.0801286697387695,0.4259236002093144,2.2446508407592773,0.38461538461538464,2.668400526046753
