sw2_shazam
Song,Score (3s),Match time (3s),Score (5s),Match time (5s),Score (10s),Match time (10s)
clairedelunerecord1kris1channel,0.7692307692307693,1.7892391681671143,0.5797697540554683,1.9719164371490479,0.38461538461538464,2.4821231365203857
