sw1_panako
Song,Score (3s),Match time (3s),Score (5s),Match time (5s),Score (10s),Match time (10s)
clairedelunerecord1kris1channel,0.07692307692307693,11.56094241142273,0.07692307692307693,13.460867166519165,0.07692307692307693,16.40487575531006
